review,nickname,dt,star,gong,bgong
서민은 평생 서민이지 부자가  될수없어.,필요없다real,2019.08.07,6,2,1
생각보다재미있었다 많을걸느끼게해주는,유미희daso,2019.08.07,10,2,1
끝나고 나서 멍했다. 뒤통수 한 대 얻어 맞은 것 같다...슬프다...,그럭저럭chur,2019.08.07,10,2,1
그돌은 그자리에있어야됐다.,polopolo,2019.08.07,8,2,1
너무 기대를 했는가 ㅡㅡ,leonlai100leon,2019.08.07,7,2,1
"배우들의 엄청난 연기력과 영화씬 하나하나에 대단한 흡입력까지 재미와 스릴감 불편하지만 송곳같이 파고드는 생각의 여지까지 신분상승과 이룰수없는꿈을 정말 재밌게 조리한영화 120분에 기승전결을 다 담아냈다,한국영화에서 ...",무요qjqt,2019.08.07,10,2,1
"지하실에 기생하고 있는 자본주의 신봉자,아무 계획없이 자본주의에 빌붙어 사는 기택네. 자본주의를 외치는 사람들 대부분은 아마 하층민들일 것이다.대다수 일베나 극우단체에 속해있는 사람들,침수재난에 무기력한 정치인들 아...",mhhmyrp,2019.08.07,10,2,1
암울한 미래를 생각하면  새로울 것이 없다. 개돼지닭들이 느끼는 가난과 빈부 격차와 대물림 되는 불평등. 이게 찬사를 받을 정도의 새삼스러운 소재의 영화인가를 반문하게 됨.,kim우리zxco,2019.08.07,6,2,1
영화 보고 댓글 호감순으로 읽어 내려가지 마라본인이 미처 생각 못한 비수 들이 가슴에 내리 꽂일 것이다,JIIDjew0,2019.08.07,5,2,1
좋은데 살인의 추억보다 덜 봉준호 스러운 느낌.,beck,2019.08.07,9,2,1
이 영화를보고 눈물이 날수밖에없는 이유가 있는 사람들이 있을것입니다. 내가 본 한국영화중에 최고~~,햇살맘찌니desi,2019.08.07,10,2,1
"메시지만 산더미, 냄새 지독한 명작",jaem,2019.08.07,8,2,1
점점 발전하고 있는 우리나라 영화. 봉준호라는 멋진 감독님 덕분 입니다,psm2,2019.08.07,9,2,1
인생은 기생충같은 삶이다,kkn9,2019.08.07,10,2,1
이 불쾌한 기분은 뭐지? 영화가 너무 대조적인 내용이다보니 왠지모를 자괴감이...,Sunnymiss,2019.08.06,8,2,1
한마디로 뭐라 할수 없다..,일앤지hps6,2019.08.06,10,2,1
관람객잔잔한듯 하지만충격적.,내안의그대sh75,2019.08.06,10,2,1
유치 짬뽕이다 키스신도 못찍구 아 괴물이 그립구나,현명함poli,2019.08.06,6,2,1
이게 19세가아니라고?? 보고나니 기분 이상해지는 영화네,bdj0,2019.08.06,2,2,1
나 또한 누군가를 냄새로 평가하고 있는거 아닐까?,달빛rore,2019.08.06,10,2,1
그냥 코미디로 연출했으면 더 좋았을꺼란생각...,sse1,2019.08.06,8,2,1
간만에 올타임 집중. 전개도 빠르고 배우들 피부도 연기하고 있다.,너부리mini,2019.08.06,10,2,1
관람객보기에 무난한 영화였어요.,USAKOchib,2019.08.04,6,2,1
관람객진심 인생영화 2번 봤습니다 연기 스토리 영상 뭐하나 빠지는게 없는 영화,배경아gyoo,2019.08.04,10,2,1
관람객두번 봤어요다시볼때는 놓친부분  더 자세히봄,백살공주huma,2019.08.04,10,2,1
관람객처음엔 웃음중간엔 스릴있고끝엔 교훈을 주는 영화입니다.,알버스hoju,2019.08.04,10,2,1
관람객계속 생각나는 영화입니다 작품성이 너 엄청 뛰어나요,두뇌로수학coom,2019.08.04,10,2,1
관람객나 여기서 계속 살게해줘,ehdw,2019.08.04,10,2,1
관람객기생충. 아주 좋은 비유. 표현이 좋았다.,sihy,2019.08.04,10,2,1
몇년 뒤 임펙트 컸던 장면 외에 거의 가물가물할때쯤 다시 봐야겠다. 아껴보고 싶음,나는씹heso,2019.08.04,10,2,1
관람객비오는데 술 마실때부터 무서웠음,qwer,2019.08.03,10,2,1
관람객최고의 영화.. 최근 10년간 본 영화중에 단연코 최고,sgdk,2019.08.03,10,2,1
관람객영화가 끝나고 자리에서 일어나지 못하고 엔딩크레딧이 끝날때까지 가만히 앉아 멍때리고 있었음.. 기분이 진짜 불쾌했다 영화가 담고있는 사회현실이 굉장히 불쾌했다 여러 생각을 해주게하는 영화,서영choi,2019.08.03,10,2,1
이게 아주 재밌는 얘기가 아닌데 참 가슴을 후벼 파게 잘 만들었다.,naturecine,2019.08.02,10,2,1
관람객우리나라의 현실을 반영한 영화로 빈부의 차이가 너무 심하여 오는 사회의 부작용을 보여주는 작품이라고 생각되어짐.너무 재미있었어요...,jhh5,2019.08.02,9,2,1
관람객그동안 한국영화에서 보지못했던 장치와 스토리.  봉준호의 피날레,시온stev,2019.08.02,10,2,1
관람객가랏 봉이언 테일!!!,우류휴루styl,2019.08.01,10,2,1
웃기면서 슬프고 가슴이 답답한 영화,phil,2019.08.01,10,2,1
관람객재밋게 잘 보았숩니당 허허,혜림jeon,2019.08.01,10,2,1
관람객엄청나게 리얼한 메세지가 곳곳에 담겨 표출되고 있는 영화였다! 봉준호 감독은 현실을 명확히 직시하고 표현해낼 줄 아는 대범한 사람이었고 대한민국의 실상을 알려주는 영화였다!,fairylandtop3,2019.08.01,10,2,1
관람객빈익빈 부익부 유즨무죄,jame,2019.08.01,10,2,1
관람객작품성이 뛰어나고 생각을 해야하는 여지를 남기는 영화지만 좀 끔직한 장면들도 있어서...,fresafres,2019.08.01,9,2,1
관람객숨길 수 없는 봉준호의 스릴러 본능,이재훈dion,2019.08.01,10,2,1
최근 본 영화들은 볼때는 재밌지만 여운을 남기지 않았는데 끝났는데도 긴 여운을 주는 영화.,HuBimmha,2019.08.01,9,2,1
관람객보는내내 영화스토리가 불편하여 온몸을 비비꼬면서도 눈을뗄수가 없었네요..,죽인다lees,2019.08.01,9,2,1
- 10점 주고싶은데 없네요 ^^,강민재minj,2019.08.01,10,2,1
재미는 있는데 너무 현실적이면서 암울한시대를 보여주는거같습니다또한 잔인한 장면이 나와 19금으로 해야 될꺼같고너무 삶자체가 극과극  너무 현실적알라딘과 비교해서 알라딘에게 한표를 던집니다,Kiseki1004hjy2,2019.08.01,8,2,1
관람객하...말이필요하나,Chaostlem,2019.08.01,10,2,1
관람객봉  감독님  다음 작품도 기대하겠습니다,ssyd,2019.07.31,8,2,1
관람객아직 학생이라 그런지 보고난 뒤 충격이 너무 컸던 영화.,앵글이벋으sehu,2019.07.31,8,2,1
관람객재밋는데 찝찝합니다 후,맴매ehyu,2019.07.31,9,2,1
관람객영화의 소재가 독특하여 상영 내내 궁금증이 더해진 영화임,금당chop,2019.07.31,10,2,1
관람객스토리를 전혀 예상할수없게 반전이 있어  너무 잼있게 봤습니다.,hhs1,2019.07.31,10,2,1
관람객비올때마다 기생충 영화 생각남,달려랏dudd,2019.07.31,10,2,1
관람객중산층 가족이 꾀를  부리고 남의것을 탐내면비극을 맞게 된다는 뼈때리는 영화,blesscons,2019.07.31,8,2,1
관람객이런 사회고발적인? 영화 너무 좋아해서 잘봤음. 진지한걸 여러 상징적인 장치들로 재밌게 풀어냈음,dddude,2019.07.31,9,2,1
사전 정보 없이 기대치 0으로 봤는데 만족120한 영화. 충격적이었어요,헬로babb,2019.07.31,10,2,1
관람객반지하에 살던 예전생각 났어요 2시간동안 지루한줄 모르고 재밌게 잘봤습니다,전표홍pyoh,2019.07.31,10,2,1
관람객빈부격차를 확실하게 보여준 영화,속초으녀니tmfg,2019.07.31,10,2,1
"소름끼치는 연출,다시 시작하는 기생",황윤성dbst,2019.07.31,9,2,1
"관람객끝에 결말 부분이 너무 잔인하지만, ‘가난’을 공감각적으로 표현한 것이 압권이다.",쏘피아moon,2019.07.31,9,2,1
너무 현실적인데 무섭게 몰입시킨다. 거기다 유머러스하기까지,플lhc2,2019.07.31,10,2,1
관람객가족들과 재미있게 봤어요,오솔길jmcm,2019.07.31,10,2,1
너무 재밌다구요. 또 보세요,강은경tomo,2019.07.31,10,2,1
관람객에잉 바보들 나처럼 옥탑방에 살았어야지,leej,2019.07.31,10,2,1
현실적인데 참신하다.,다니엘ylki,2019.07.31,10,2,1
관람객수석.... 인간이 가지는 욕망의 결정체  우리가 부에 이토록 집착하는 이유에 대해서 다시한번 생각해보게 하는 영화  인생에서 정말 중요한것이 무엇인지에 대해 강항 울림을 준다.,olil,2019.07.31,9,2,1
"관람객극단적인 다름, 섬찟한 현실.",엘티lata,2019.07.31,10,2,1
관람객웃다말고 멈칫하게되는 영화20대에 봤다면 현실이지만 '내 미래는 다를거야'라고 간단하게 정리했겠지...,껌gum1,2019.07.30,10,2,1
화폐는 주조된 자유다-도스토옙스키,nixi,2019.07.30,10,2,1
관람객긴장감 있고 재미는 있었음. 단 보고나서 뭔지 모르게 좀 찝찝했음.. 어쨋든 기억에는 남을 영화가 될 것 같음.,이미란lml2,2019.07.30,8,2,1
관람객작품성과  대중성을 동시에 지닌 유쾌한 영화,으라차차stud,2019.07.30,10,2,1
경제적인 수준을 떠나서 누구나 부족한 점이 있다. 그 부족한 점을 채우려고 사람들은 서로 기생하며 산다.,푸른우표wjdd,2019.07.30,9,2,1
관람객기대가 넘 커서인지 그냥 그렇게 봤는데 이상하게 두고두고 계속 생각이 나네요. 볼 때보다 보고 나서가 더 재밌는 영화. 다시 볼 것 같네요.,wonp,2019.07.29,8,2,1
나랏말복동 보고 와서 다시 생각해보니 이 영화는 선녀였다,AJ Styleswhgu,2019.07.27,6,2,1
관람객독특한 스타일의 영화..하지만 뭔가 좋지 않은기분으로ㅠ마감한 영화..,sbg0,2019.07.27,8,2,1
관람객재밌었어요 부모님도 좋아세요,shwl,2019.07.27,8,2,1
관람객먼가 찝찝한 영화 재미는 있어요,노르웨이의숲scb1,2019.07.26,8,2,1
관람객전혀 예측하지 못한 내용이었고 보는내내 지루하지 않고 긴장감이 멈추질 않았다. 다만 청소년이 보기엔 등급 조정이 필요해 보입니다.,물병자리ktns,2019.07.26,8,2,1
관람객마음이 무거워지는 영화..,조하aise,2019.07.25,6,2,1
관람객영화가 끝난 후 기분이 묘하고 여러 생각이 들었다.,민호슨ㅋqure,2019.07.25,10,2,1
관람객볼만한 블랙 코미디///,대통령 홍준표kier,2019.07.24,7,2,1
"관람객보고 난 뒤 복잡한 마음, 의문점들을 영화 관람객과 나누는 것도",스크류imat,2019.07.23,10,2,1
영화를 보고 내가 살아온 인생을 계속 곱씹어보게 된다.. 괴로운 여운이다..,활기찬내일curi,2019.07.23,10,2,1
"관람객생각없이 보다가,,,시간이 흘러서 자꾸 곱씹게 맹그는 영화??",조민형 팜스피아cm08,2019.07.22,8,2,1
관람객시사하는 바도 있고 재미까지 더해진 영화. 하지만 가슴이 무거운..,dais,2019.07.21,9,2,1
관람객재밌었지만 뒤로 갈수록 전개가 이상해지는 느낌 야한장면이 왜 포함이 되었는지 알 수 없음. 마지막에 너무 잔인해서 충격적임,tnql,2019.07.21,8,2,1
"관람객실제 삶은 이리 질겅씹힐만큼 우습지도, 위에서 아래를 내려다볼 수 있을만큼 독립된 둘이지도 않다는 생각에 다소 불쾌했습니다",움파룸파kky0,2019.07.21,10,2,1
"과도한 설정 20프로만 빼면 조켔오요   지하에 사는 남편, 아줌마의 18욕, 살인 그런거 없었우면 더 와닿는 스토리 일듯요 봉감독님 작품 특색 이긴 하지만요",sammysemi,2019.07.20,8,2,1
보고 나서 많은 생각이 드는 영화,LTGtg97,2019.07.18,7,2,1
관람객기대만큼은 아닌데 암튼 독특했다,stco,2019.07.17,8,2,1
관람객짜임새있게 메세지를 전달하는 영화 근데 15세라구?,JONEsanu,2019.07.15,7,2,1
송강호 조여정 믿고 보는 영화,윌리abem,2019.07.13,8,2,1
관람객많은부분을 생각하게 되는 여운남는 작품,상큼 쑥00wh,2019.07.13,10,2,1
관람객좋았습니다 느끼느게  많았네요,해결해줄께pro0,2019.07.12,8,2,1
소오름 돋는영화 ㅎㄷㄷㄷ,숨덕뭐하려함vict,2019.07.12,8,2,1
실지이선균은 냄새에강하다,잘되자yaho,2019.07.11,10,2,1
관람객컬트적인 요소가 많을거란 생각이 있었는데 생각보다 자연스런 흐름으로 잘 봤습니다. 반전은 생각보다 약했어요,anneanne,2019.07.10,7,2,1
엄청난 변곡점이 있는 영화로 갑작스런 변화를 쉽게 받아드리기 힘든 영화인거 같다. 뭔가 개운치 않은 느낌...,yong,2019.07.08,8,2,1
관람객볼만했던 영화였다.결말이 씁쓸하긴했지만,나를사랑하라sora,2019.07.07,8,2,1
관람객집에가면서 다시 생각하게되는 영화!,이윤현yoon,2019.07.02,8,2,1
관람객재미났어요 약간 결말은 어이없,방학사tmuo,2019.07.02,7,2,1
관람객왜 보는 내내 난 불편함을 느끼는 것인가?,zzzz,2019.07.02,8,2,1
잔인하긴하지만 현실을 솔직하게 드러낸거같아 씁슬하고 슬프다,희망만들기iamv,2019.07.02,9,2,1
관람객엔딩 충격적이었습니다 재밌게잘봤어요,백꼼이get1,2019.07.02,8,2,1
돈없다 선하지않고 동있다 악하지않음을 보여준 영화... 간만에 진지하게 본영화,개똥이gha7,2019.07.01,8,2,1
관람객많은 생각을 하게하는 영화,Jingood,2019.07.01,8,2,1
냄새를 통해 몸에 베이는 가난을 잘 표현함,knjj,2019.07.01,10,2,1
한국 영화 역사상 가장 슬픈 영화,6335,2019.07.01,9,2,1
"관람객두 번째 관람, 두 배의 깊이.",mockingbirddasb,2019.07.01,10,2,1
관람객#흙수저들의 반란 #간이 배 밖으로 나온 기생충들 #이런 짜빠구리 #꼬리가 길면 잡힌다,yoon,2019.07.01,9,2,1
올해 본 영화중에 제일 재밌음!!,박낙헌qkrs,2019.07.01,10,2,1
가벼운 마음으로 보러 갔다가 충격받은 영화. 자본에 의한 계급사회라는 것이 무엇인지 보여줌. 오르고 싶어도 오르기 어려운 자본의 벽,jongenna,2019.06.30,10,2,1
최고의 영화입니다^___^,chrttrci,2019.06.30,10,2,1
관람객15세가아니라 19세였어야 할꺼같고 느낀점이 많네요,윤대규eorb,2019.06.30,9,2,1
기택네를 안타깝게 생각하면서도 박사장의 입장에서 영화를 바라봤던 내가 소름끼쳤음. 확실히 박사장 찔러죽이는 장면에서 내 위치가 어디쯤인지 확신할 수 있는 것같음.,LeeDadian,2019.06.30,10,2,1
웃픈 영화. 불편하지만 최고의 영화.,sryn,2019.06.30,10,2,1
"관람객현실에 과한 판타지를 입힌, 우스꽝스러움이 넘치는 영화",억새풀star,2019.06.30,6,2,1
봉준호의 영화는 기대이상이다.,까치발레jo10,2019.06.30,9,2,1
관람객조금기분ㄴ쁜영화 소소햇네요,koreaAceRyusse8,2019.06.30,9,2,1
가정부 남편 등장했을때 먼가 징그러웠음..이영화의 주제를 가장 잘 표현한 듯한..,awer,2019.06.30,8,2,1
관람객기대만큼 재미있지는 않음. 하지만 시사점이 있음.,정성행정사east,2019.06.29,10,2,1
보고나서 오만생각이 다 드는 영화,xjvm,2019.06.29,10,2,1
관람객외면했던 '선'을 재확인 시켜준 영화,푸른하늘qkd1,2019.06.29,9,2,1
넘지 말아야 할 선을 넘어버린 사람들의 비극적 코미디. 곰곰히 생각할수록 너무 현실적이라 씁쓸해진다.,뿌룻gyg3,2019.06.29,8,2,1
관람객가슴이 답답해지는 영화..,최진석sp62,2019.06.29,10,2,1
관람객송강호 마지막에 살아있는 장면 멋있다ㅋㅋ,fgy3,2019.06.29,10,2,1
오만가지 생각이 드는 영화 ㅜㅜ,안녕kizu,2019.06.29,10,2,1
관람객몰입감 최고였고 등급은 좀..청소년들 보기에는 좀..,Yujinalba,2019.06.29,10,2,1
관람객어머니랑 보는데 살짝 민망함 15세관람가는 아닌듯,lg26,2019.06.29,8,2,1
관람객뻔하지 않는 결말이어서 좋았음,보라보라pure,2019.06.29,9,2,1
시간가는줄 모르고 재밌게 봤네요^^,제트ohmy,2019.06.27,10,2,1
관람객살인의 추억보다 나은 봉감독 영화입니다,doon,2019.06.27,10,2,1
역시 봉준호라는 말이 나옵니다. 한국영화로써 볼만하고 좋았습니다.,바비조zaca,2019.06.27,9,2,1
"관람객재밌었어요 보고나서 조굼 찝찝한감이 있었지만,, 안보신분들 보세요! 시계방향,,",옴prin,2019.06.27,8,2,1
관람객묘한 영화네요 .... 참 많은걸본거같습니다,쪼미닝ngkg,2019.06.27,9,2,1
물은 단순히 위에서 아래로 흐르는게 아니다.높은 곳에선 더러운 것을 씻겨 내리는 고마운 역할이라 생각할 수 있지만 고이다 못해 물이 역류하는 아래중 아래에선 더러운 것들이 잔뜩 쓸려온 원망스런 존재이기 때문이다.,관종정현호hw50,2019.06.27,9,2,1
관람객유산계급과 무산계급에 대한 알레고리가 선명한 블랙 코미디,몽상가vuud,2019.06.26,8,2,1
