review,nickname,dt,star,gong,bgong
나가서 일을 하면서 그 다음 꿈을 꿔야지 사기를 치냐. OO 것 같이 노력 안해본 사람은 절대 세상 탓 하지마라.,fish,2019.08.06,2,3,3
관람객재밋네요 느지막히 봤는데도 탄탄한 줄거리,coah,2019.08.04,10,3,3
관람객충격 그자체다삶을 다시 돌아보게된다,공주wowm,2019.08.04,10,3,3
관람객생각보다는 별로예요~~~~,씩씩이맘mein,2019.08.02,6,3,3
난 이거 엄청 우끼던데 사람들은 진지하게 보더만 ㅋㅋㅋ,소풍시작dayjn16,2019.07.28,9,3,3
관람객충격적인영화 꼭 보시길,didl,2019.07.27,9,3,3
관람객재밌었어요! 아들아~너는 다 계획이 있구나?!,destdest,2019.07.27,10,3,3
관람객너무나도 생각할 것이 많았던 영화였다.ㅠㅠ,Afsdsd,2019.07.24,10,3,3
보고나면 가슴 속이 답답하지만 그게 매력인 영화,skss,2019.07.23,10,3,3
관람객내리기전에 막타로 봤음   10점,son228dl,2019.07.23,10,3,3
윽.... 맴찢 지하철냄새에서 난 ...,돼지사륙사whdk,2019.07.23,10,3,3
관람객재밌게 봤습니다~^^,윈디wind,2019.07.22,9,3,3
그냥 말이 안 나온다 진짜,그래난모델jiwo,2019.07.22,10,3,3
관람객재밌게 보았습니다 굿굿 좋아요,EUNeejj,2019.07.22,10,3,3
1000만 축하합니다~~,정희석gmlt,2019.07.22,10,3,3
관람객배우들의 호연과 봉준호 감독의 디테일한 연출이 어우러져 멋진 작품이 탄생 했네요,캔디choi,2019.07.22,9,3,3
관람객진짜 많은 생각을 들게해준영화,leej,2019.07.22,10,3,3
잘만들었다 충격적이고 첨부터 끝까지 긴장감이 유지된다보고나서 몇일동안 복잡미묘한 감정이떠나질 않고 영화보기전의 세상 모습과내 처지가 다르게 느껴진다,비토리아chai,2019.07.22,10,3,3
관람객진짜 너무 잼있어요 개꿀잼,지금우리학교는znfz,2019.07.21,10,3,3
마지막이 조금 찝찝했다,권영교gyo2,2019.07.20,6,3,3
관람객명불허전 봉준호 감독출연진 역시 연기 최고~~^^,9248,2019.07.20,8,3,3
연기 굿 작품성 굿..가슴한켠이..시리다...,아쉬람ashi,2019.07.20,10,3,3
관람객재밌습니다 제일 기억에 남을꺼 같아요,별처럼날아오르자ssoo,2019.07.20,10,3,3
관람객15세라고 하기엔 고등학생들이 너무 고마워 할듯,kens,2019.07.18,10,3,3
관람객많은 여운이 있는 영화네요,이정숙jsap,2019.07.17,8,3,3
"관람객이사람 영화 볼수록 기분나쁘긴 하지만  영화 자체는 잘만들었다고 생각,,",민채영minc,2019.07.16,7,3,3
관람객전달하려는 내용은 알겠으나 구성이 산만함,지연jofj,2019.07.14,8,3,3
"영화가 끝난이후에도 한참동안 여운이 남네요...그리고 나도 모르게 짜증이 나있는듯한 느낌??? 그리고 최우식의 대사가 계속 생각나요..""이 돌이 자꾸내게 달라붙는거 같아""몰입도 최고입니다...",khsi,2019.07.14,9,3,3
관람객극적인 모순이 만들어낸 최고의 희비극,rlaw,2019.07.14,10,3,3
관람객기대없이 봤는데 볼만했다,redcucu,2019.07.13,10,3,3
관람객대박입니다 재밌게봣아오,SpecialOnewhad,2019.07.13,10,3,3
초반  봉준호가 후반 박찬욱 쿠엔틴 했네,달링보이bbs0,2019.07.13,10,3,3
관람객너무 끔찍하고 충격적인 장면이 많았지만 그래도 생각하게 만드는 영화 잘봤습니다.,도민맘soym,2019.07.13,10,3,3
관람객많은 생각을 하게만든영화,skye,2019.07.13,10,3,3
저기여~~~~저가 급해서 그런데~~넘 재미낫어요~~,Comeincome,2019.07.13,10,3,3
관람객매우 매우 재밌습니다요,황상준sang,2019.07.12,10,3,3
관람객아주 재미있었습니다 역시 봉준호,EnerJ77th,2019.07.12,10,3,3
관람객중반 이후로는 시간 가는 줄 몰랐다,서민기seom,2019.07.12,10,3,3
관람객간만에 좋은 영화 잘 봤네요~,킹뀨랩gyu4,2019.07.12,10,3,3
관람객영화 끝나고도 계속 긴 여운이 있네요,조아라nurs,2019.07.12,10,3,3
관람객이 영화를 보고 각자의 시점에서 다양한 의견과 해석이 맞아떨어지고 모든 인간들을 각자의 상황 관점에서 이해가되는 인물 구성에서 봉감독이 의도한  해석하기나름 이 것 하나만으로도 이 영화는 성공한 영화다,lssssjami,2019.07.12,10,3,3
보는 내내 긴장. 끊임없이 생각하게 만드는 최고의 영화,심희진heed,2019.07.12,10,3,3
많은 생각을 하게하는 영화.,플라워qkfm,2019.07.12,10,3,3
최고최고~의 영화~ !! 잘 봤습니다~,SeonDecebb12,2019.07.11,10,3,3
무슨 죄다 이동진이고 박평식이야 어줍잖은 평론가인척 그만하고 재미있냐 없냐만 판단하자,어쩌라고dpfk,2019.07.11,10,3,3
이 영화 두번이나 봤네요,최창국kogi,2019.07.11,10,3,3
수상에 의심하지 맙시다 ^^,자기관찰yesi,2019.07.10,10,3,3
관람객감독 천재인듯....,예지이yeji,2019.07.10,10,3,3
지금 현시대 자낳괴들을 향한 또다른 경고라 해도 손색없는 영화. 이런거 당분간 나올 수 있을까 싶었다. 감독님 최고!,신유민mins,2019.07.09,10,3,3
와우~~이렇게 완벽한 기승전결이라니!!!,젬마ejje,2019.07.09,10,3,3
여운이 긴 영화. 연기력도 구성도.,Lilyholy,2019.07.09,10,3,3
관람객기억에  남습니다 재밌게  봤습니다,빵tjdq,2019.07.09,10,3,3
진짜 인생영화...2번봤다,치슨gjwl,2019.07.09,10,3,3
관람객볼 때보다 보고나서 계속 곱씹게 되는 영화,위잉칙킹yhy7,2019.07.09,9,3,3
관람객자본주의 사회에서 부와 가난으로  사람이  정의되는 현실을 잘 묘사한 같다. 사람은 자신이 사는 환경에 지배를 받고 그로 인해 특유의 냄가를 가진다는 사실을 새삼 생각해 본다.,원종화weon,2019.07.09,10,3,3
관람객진짜재미있게봤던 영화,일요일jeuk,2019.07.09,10,3,3
관람객두려움이 이는 영화였다,위비hurj,2019.07.09,10,3,3
부자와 빈자가 서로 만났을 때의 모습을 너무 격렬하면서 잘 그려냈어요 최고였습니다,흑인블랙ergr,2019.07.09,10,3,3
관람객찜찜한영화인데 재밌네,멍게사냥xodh,2019.07.07,10,3,3
관람객재미잇네요 연기력도좋구 짱,피그말욘eheh,2019.07.07,8,3,3
관람객괜찮았습니당 기대하고 봐서 그런지 생각보다 실망했지만 그래도 굿,세방이911s,2019.07.07,8,3,3
관람객기생충 이라는 영화제목이 모든 것을 내포하고 있다,커피소녀usea,2019.07.06,10,3,3
관람객후회 없어요 볼만합니가 극장에서,gdlo,2019.07.06,10,3,3
관람객정말기생충같은삶~^^,옥언니lohr,2019.07.06,10,3,3
기대 안하고 봤는데 꽤 좋았음,shashan,2019.07.06,8,3,3
한우 채끝살 짜파구리가 먹어보고 싶어졌다,아이비shin,2019.07.05,8,3,3
"관람객생각지도 못한 후반부의 반전, 그리고 한번 더 생각해보게하는 '냄새' 는 우리사회  모습을 드러낸 스토리이며 재미있지만은 않은 먹먹한 느낌이 드는 영화입니다. 역시 황금종려상을 받을만한 작품이네요",은하수uni3,2019.07.04,10,3,3
천만  얼마 안남았다!  가즈아!,큐rain,2019.07.04,10,3,3
관람객최고의 영화. 한번더볼예정,ㅇㅎbabu,2019.07.04,10,3,3
버릴 장면이 없음 다 의미가 있는거 같아,대포junw,2019.07.04,10,3,3
마음이 쓰리고 아픈 영화.내가 기생충처럼 느껴졌던 영화.,rose of sharonamur,2019.07.04,10,3,3
관람객생각이 많아지는 영화였,rfgd,2019.07.03,8,3,3
관람객제가본영화중최고엿슴다굳,airr,2019.07.03,10,3,3
관람객매우 심도있고 깊은 영화,DWBOTsabo,2019.07.03,10,3,3
관람객작품성과 재미를 다 잡다니 역시 봉준호다,이규원dlrb,2019.07.03,10,3,3
간만에 한국영화 한건나옴,B J Parknose,2019.07.03,10,3,3
관람객재밌네요 오랜만에 잘봤습니다.,dbsg,2019.07.03,10,3,3
관람객1시간이 훅지나가네여~,안녕hanh,2019.07.03,10,3,3
관람객아무런 정보와 기대없이 봐야하는 영화이다. 정말 잘 만들었다는 말외에 나오지 않았다. 그저 감탄뿐이었다.,xroo,2019.07.03,10,3,3
난생 처음 적는 평점입니다,znvn,2019.07.03,10,3,3
이렇게까지 여운이 남았던 영화는 없었습니다,허준영hefo,2019.07.03,10,3,3
고양아쿠아 스튜디오  정말 멋져요^~출연자도 정말 연기가 대단합니다^~잘 보았습니다 ^~~~,bang,2019.07.02,10,3,3
류미류미루미루무리뮤라뮤림,보노보노tick,2019.07.02,10,3,3
관람객후반부 장면이 생각보다 잔인해서 놀랐지만 전반적으로 재밌었다,김수진tnsw,2019.07.02,10,3,3
보는 내내 몰입감 높아서 지루할 틈은 없었음,kari,2019.07.02,10,3,3
관람객충격적이면서 심오한 영화네요,이소진iuiu,2019.07.02,10,3,3
"지루할틈1도없이 계속 긴장하게되서 재밌게는 만들어졌지만, 너무도 잔인하고, 지하실 스토리는 충격적이고 끔찍하다..보는내내 너무 긴장하고 무서웠다..그리고 기정이네가족들은 한명도 착한사람이 없다는게 아쉽다..",qnsekdeimi,2019.07.02,5,3,3
관람객인상깊은 대사들과 장면이 많았지만 개인적으로 극찬까진 아니었음.,Bloodybloo,2019.07.01,7,3,3
보는 내내 그만보고싶다는 생각이 계속 들었다.. 아무리 영화라지만.. 너무 극단적이었단 생각이 드는데.. 그걸 너무 잘 표현했다.. 하지만 2번은 안보고싶은 영화이다.. 왜냐면 엔딩까지도 너무나 현실적이기때문에..,황소드리블루니daka,2019.07.01,9,3,3
한국영화의 역작이다. 극찬의 이유를 알게되었다.,광팔이kill,2019.07.01,10,3,3
살면서 처음으로 영화끝난후 기립박수를 칠뻔했다.나의 인생영화. 죽어라 열심히 살겠다.,서윤이smil,2019.06.30,10,3,3
영화 보는 과정중에는 쫄깃한 긴장감 그리고 끝난 다음엔 터치가 있는 영화,D군bugy,2019.06.30,10,3,3
진짜 재밌게봤다 올해최고의영화가될듯 안봤으면어쩔뻔.. 박서준이잘못했넼ㅋㅋㅋㅋ영화보면이해할수있음ㅋㅋ전혀생각못한 스토리.. 연기력들 괜히상받은게아니다,졸리에염whff,2019.06.30,10,3,3
완전  잘봤어요.  봉준호  짱!!!  송강호  짱!!,hye1,2019.06.30,10,3,3
괜찮은 영화입니다 많이 보세요,뽀로로shcn,2019.06.30,10,3,3
칸에서 대상받을만하다 진짜 개띵작. 꼭보세요,귀여운거좋아함jkch,2019.06.30,10,3,3
살아남기 위한 기생충끼리의 사투속에서도 서로에 대해 연민을 가졌다는게 놀랍게 느껴졌습니다.,monologuelecc,2019.06.30,10,3,3
대중성과 작품성을 모두만족시킨 영화,kang,2019.06.29,10,3,3
"관람객보면서 불편하지만, 다시 또 보고 싶고 계속해서 되새기게 되는 영화! 좋습니다. 여러가지 생각을 하게 만듭니다.",junejik0,2019.06.29,10,3,3
바로전에 악인전을 봐서 그런지 영화가 상당히 퀄리티 있어보였음. 그런데 음.. 엄.. 뭔가 기분이 씹스럽다..,hooncola,2019.06.29,8,3,3
물 흐르듯 전개되는 스토리에 몰입감 최상.,딸기우유inte,2019.06.29,8,3,3
관람객전세계 사회의 불균형과 심리를 잘표현,니앙turb,2019.06.28,8,3,3
저에겐 그렇게 잔인하지도 야하지도 않았던 15세였어요 잔혹을 보여주려고 한 것 같지 않았기 때문이죠칼부림 속에서도 그 안에 심리를 보여주려는 감독의마음당신은 충분히 감독 자격이 있습니다 관객으로 하여금 생각하게 하니...,sara,2019.06.28,10,3,3
"이선균 조여정이 거실에 나왔을때 탁자밑으로 숨을때 정말..불키면 숨기바쁜 바퀴벌레처럼.. 마지막에는 지하에 숨어 음식 구할 때 목숨걸고 냉장고로 가는 삶, 진짜 바퀴벌레가 된 결말보고나서 여러생각이 다 드네요 !",hzzuhju0,2019.06.27,10,3,3
관람객최고의 영화 최고의 걸작  영화관에서 본게 너무나 영광스럽고 황홀할지경입니다.,뜨거운밥chow,2019.06.27,10,3,3
"왜 사람들은 부와 가난의 차이에만 주목할까, 영화가 보여준건 상류층의 찌꺼기를 받아먹기 위한 하류층들의 삶이었다.감독이 뜻하는 바는 모르겠다. 하지만 감독이 보여준건 현실이었다.우리 아이들이 상류층의 찌꺼기만 받아먹...",Tofflertlsw,2019.06.27,10,3,3
관람객두번봐도 재미있어요ㅜㅜ,임혜원ihw1,2019.06.27,10,3,3
관람객충격적이라놀럈어요 너무재밌음,임임임zxzs,2019.06.27,10,3,3
"영화를 보고 창피함을 포장하기 위해 찝찝하다고 말한다. 가난이 만든 자격지심, 정당화 그리고 이러한  마음이 생기게된 사회적 안타까움",ㅎㄱㅇkyha,2019.06.26,9,3,3
재인이 정숙이 엄청 뒷통수 맞은 느낌일듯~,우주정복ksjr,2019.06.26,10,3,3
관람객박사장 부부가 너무 불쌍하다,cere,2019.06.24,4,3,3
재밌었습니다 상탈만하네요,cain,2019.06.24,10,3,3
parasite들의 paradise 체류기,IRENEmarr,2019.06.23,10,3,3
5분 야함. 잔인함 세스푼. 기생충들의 기생. 벗어날 수 없는 운명. 자존감.  좋은 스토리에 웃기기까지 잘봤어요,happ,2019.06.23,9,3,3
관람객재미있습니다 영화도 유쾌하고 후반부엔 좀 긴장감이 있습니다,Error다애라con0,2019.06.23,10,3,3
관람객계획하지 말라고 하는 듯 하다가 마지막에 거창한 계획으로 끝나길래 띠용했던..영화 요물 봉준호..영화보는내내 불편했다 공표영화보다 더 무서워서 뛰쳐나가고 샆고 불편했다. 잘만들어서 더 불편한..알고있던것을 왜 모르는...,MN_보어라home,2019.06.23,10,3,3
관람객보고나면 뭔가 찜찜한기분이지만 내스타일.영화잘만들었다.천재인줄,lalannskfo,2019.06.23,10,3,3
관람객숨겨진 의미 찾으며 보고나면 은근히 생각이 많아지는 영화!,김윤정6350,2019.06.23,10,3,3
후각이 세퍼트도 아니고ㅡㅡ냄새보다는ㅡㅡㅡ다른것을 비유했음ㅡㅡㅡ,낚시꾼qqqs,2019.06.23,6,3,3
"관람객넘을 수 없는 계급을 상징하는 냄새, 선이라는 상징물과 그것을 깨트리는 부적과 같은 수석 . 계층내에서의 진짜 갈등 등 장면하나 하나까지 신경을 쓴  천재감독 봉준호!",bang,2019.06.22,9,3,3
참 생각 많아지게 만드는 영화. 결말이 답답하고 찜찜함을 잠시 주지만 이상하게 계속 생각나고 여운이 깊이 남는 영화! 꼭 영화관에서 한번 보세요ㅠㅠ,Jenny Soyoung Parkjenn,2019.06.22,10,3,3
관람객어벤져스보단 재밌게 봤어요,dhji,2019.06.22,9,3,3
친구랑 보고 감상평 얘기하다 싸우기 딱 좋음. 민증나온지 6개월 된 20살인데도 나한테는 좀 이른영화라는 생각이 들었음. 등급조정이 필요하다고 생각,콩버풀 훔바가즈아qwer,2019.06.22,9,3,3
이선균이 킁킁거리며 코 막는 장면에서 나도 모르게  내 옷 냄새 맡았음...순간 안도함섬유유연제 향이 나를 살림,물타기pkll,2019.06.21,10,3,3
재미있어요 모아짜지 않아도 웃게 됩니다 ㅎㅎ 전 씨지브이에서 봤어요 ㅎㅎ 알라딘 중에 고민이라면 이거 보는거 추천 합니다 알라딘은 그냥 그럼 애들 데리고 가족끼리 보면 모르지만 너무 유치하구 기대 약간 이하 였던지라...,은하수dldl,2019.06.21,10,3,3
관람객웃기면서도  현실적이네요,soonkis2,2019.06.21,10,3,3
관람객배우들의 연기까지도 완벽했음..,하늘나무00ky,2019.06.21,8,3,3
가난한 사람 부유한 사람 모두 성욕을 가지고 있으며 부의 정도에 상관없이 주기적으로 해소하고자 하는 욕망이 동등하게 있음이 이 영화의 중요한 메시지 중 하나이다 실제로 정말 그렇지 않은가?,연성글로벌badd,2019.06.21,10,3,3
기대치가 10이라면 만족도는 6,고추참치hsh0,2019.06.20,6,3,3
관람객난 꿀잼이였다 두번 봤다,노뱅nhg4,2019.06.20,10,3,3
관람객인생영화입니다... 또 보러 가고싶네요,듀듀chuh,2019.06.20,10,3,3
"관람객디테일이 모이고 모여 걸작을 만들어낸 영화라고 밖에 생각안든다. 내 생애 보았던 한국 영화중 가장 세련된 영화. 극의 흐름, 감독이 대중에 전하려한 메세지, 결말, 극이 끝난후에 느껴지는 여운까지 정말 오랜만에 보는...",옐로star,2019.06.19,10,3,3
코메디와 공포영화 두 장르의 영화를 다 본 듯한...,함성영6163,2019.06.19,10,3,3
관람객시간가는 줄 모르고 봤어요! 간만에 볼만한 영화였어요~~!,s309,2019.06.19,10,3,3
19세이상 영환뎅...?,칠무해jetb,2019.06.19,10,3,3
어릴때 지하에서 살때 비가많이 온날  모터가 고장나서   그 빗물에  집안이 온통 물바다가 됐던게 생각났다  그래서 영화보는 내내 옛날생각에 혼자 심각하게볼 수 밖에 없었다 지금이야  남들이 부러워할 집 입주를 앞...,맛컴hdy0,2019.06.19,10,3,3
"관람객진짜 끝나고 10분동안 아무말도 못하고 와 진짜 잘 만들었다며 친구랑 계속 얘기했어요,,진짜 봉준호 최고",쏘유이wnff,2019.06.19,10,3,3
바퀴벌레도 햇빛을 좋아하는데 어쩔수 없이 숨어 사는것일까.,greydogs,2019.06.19,10,3,3
"첨엔 재밌네하면서 보다가 나중엔 으윽 하고 참 기분이 이상해지는 묘한 영화 ,자꾸 생각나게한다 신기하게도",매트dign,2019.06.19,10,3,3
영화는 좋은데 끝나고 나올때 좀 ~~ 뭔가 좀 개운하지 않는느낌.,영어 잘하고파joon,2019.06.19,9,3,3
칸영화제 황금종려상 수상한 이유를 알 수있는 작품입니다. 배우들의 명연기와 감독의 치밀한 기획력에서 오는 숨가쁜 전개가 러닝타임을 질리지않게 해줍니다. 신파도 없고 그렇다고 너무 어둡지만도 않은 영화입니다.,ㅇvici,2019.06.18,10,3,3
"관람객직관적이면서 굉장히 함축적인, 소설을 읽는것같은 느낌의 영화였습니다!",얍taup,2019.06.18,10,3,3
영화 자체는 감탄이지만 내용 자체는 비극이었다,uppe,2019.06.18,10,3,3
관람객기대만큼은 아니었지만 씁쓸한 마음에 가슴이 묵직해지는게 가벼운 영화가 아니라는 것은 분명...,smkimsmki,2019.06.18,9,3,3
관람객역시  상 받은 이유가 있네요...!,jdh8,2019.06.18,8,3,3
이런 수작이 왜 걸캅스보다 평점이 낮은지 이해 할 수 없습니다.,임재현dlaw,2019.06.18,10,3,3
등급 특혜일듯기대감없이 보세요기대있으면  허망함,4004,2019.06.18,7,3,3
관람객누군가는 겪었을 우리들의 이야기,draw,2019.06.18,9,3,3
"영화본지 이틀이 지났는데 계속 생각나..유명한 상을 받은영화라서 괜히, 역시 받을만해 라는 허세섞인 동조가 아니라 장면 하나하나가 진짜 생각할수록...특히 송강호 가족 모두에게서 그 냄새가 났을텐데 누군 맡고,누군 ...",my01,2019.06.18,10,3,3
19금 청불이어야하는데 왜 15세인지 노이해.. 칼로 사람  가슴 찌르는게 보통일인가,꼬부기아잉love,2019.06.17,8,3,3
봉준호 감독은 공포영화 만들어도 될듯해요,홀베인dosj,2019.06.16,10,3,3
관람객연대출신 기우와 일리노이출신 기정이에겐 나지않는 송강호의 더러운냄새가 어떤냄샌지 알거같다,jvpjbee,2019.06.15,9,3,3
신파극이 없어도 마음에 울리는 영화,엘리멘틀pops,2019.06.15,10,3,3
박평식이 8점을 줬다..,jazzfuneralandn,2019.06.15,9,3,3
관람객배우들의 연기가 훌륭합니다. 조여정씨의 다양한 스펙트럼을 즐길 수 있는 장면들은 더 흥미로왔습니다.,cand,2019.06.15,10,3,3
작품성을 떠나서 재미있냐 없냐로 판단할 수 있는 영화는 아님. 개인적으로 딱히... 감독이 전해주는 메시지 공감도 안되고 마냥 기분만 나빠지는 영화였음.,블루윤beki,2019.06.15,8,3,3
관람객영화 보고 막흐연히 불쾌하다고 생각했는데 그날 밤 영화가 촉발한 이런 저런 생각에 잠이 안 왔다. 내 아이는 과연 이런 우리 사회를 잘 감당해낼 수 있을까.,하트시그널alle,2019.06.15,8,3,3
"거장은 거장이다. 보다가 불편한 감정이 드는 건, 너무 현실적이어서...",한남거사taek,2019.06.14,10,3,3
"완벽한 구성을 갖춘 최고의 영화, 중학생 이상의 소양이라면 보아야 할 영화.보았으면 배우고  체득하여야 할 영화",삐삐네herp,2019.06.14,10,3,3
39년살면서 처음으로 영화관에 혼자관람을 했네요.쓸쓸하고 외로운 마음으로 영화관을 빠져나올때 가슴이 뭉클하며 소주한잔 생각나게 하네요.,런치타임nice,2019.06.14,10,3,3
관람객몰입도 개쩔 진짜 인생영화,이주현320j,2019.06.13,10,3,3
그들이 그렇게까지 할 수 밖에 없도록 원인을 제공한 이 사회가 미워짐,수아wjst,2019.06.13,10,3,3
관람객꿀잼 ~ 오랜만에 재미있는 영화본 듯해용,채민화scv4,2019.06.13,10,3,3
말로 표현할 수 없는 묘한 긴장감,yolofjaym,2019.06.13,10,3,3
관람객부자들이 위에서 쾌락을 누릴때 죽은듯이 아래 숨어있던  모습에서  알수없는 기분을 느꼈다.,whgu,2019.06.13,10,3,3
대왕카스테라는 쉽게 돈을버는방법만을 쫒는 사람들을 빗대는 기생충의 중의적 표현인듯..,큐큐murs,2019.06.13,10,3,3
블랙코미디의 정수 최고다,su20,2019.06.12,10,3,3
불편한영화는 맞지만 보는 내내 스릴이였다. 그냥 최고,woodiznzn,2019.06.12,10,3,3
관람객재밌어요~다시 보고싶네요,juihwndljule,2019.06.12,10,3,3
완전 유쾌하고 짱 재밌어요!!,멜로디이이잉이잉2403,2019.06.12,10,3,3
관람객아주 위트있는 재미난 영화 소확행과 즐거운시간 ^^,가거라사랑아gkrr,2019.06.12,10,3,3
상업형 영화에 찌들려 어떤 메세지인지 뒤늦게 파악한 내자신을 부끄럽게 만든 영화..,wldn,2019.06.12,10,3,3
2회차 관람 시간만 된다면 또 보고싶다,whhhhlone,2019.06.12,10,3,3
하.. 홍수 맞고 체육관에 모여 있을때 송강호 대사가 너무 와닿았음,에혀djkl,2019.06.12,9,3,3
관람객명작중에 명작이에요!,아아다담rain,2019.06.12,10,3,3
관람객완전 재미있게 잘 봤습니다.,Hwansjjhw,2019.06.12,10,3,3
관람객타성을 거부하고 새로움을 만들어낸 봉준호의 걸작,매니glim,2019.06.12,10,3,3
관람객재밌어용!@@##$$%%,소정이sjsm,2019.06.12,10,3,3
기택은 발악처럼 부자에게 도발하지만 결국 또 부자집 밑에서 기생할수밖에 없는 현실.사회적 구조나 스스로 순응하는 지하실의삶.동익집에 한명한명 들어서는 순간부터 생일파티까지 모든일이 판타지처럼 진행되지만 기우가 그집을...,퐁퐁urba,2019.06.12,8,3,3
관람객잘봤습니다~ 역시 봉준호감독!,Pine treeyui0,2019.06.12,10,3,3
재밌게 봤어요 되게 신박한 영화,쇼핑왕 이네ol__,2019.06.12,10,3,3
제가 한번 먹어보겠습니다 이말 한마디의 전국 자영업자들이 길거리의 나앉잤다.,델타브이tkdg,2019.06.12,10,3,3
자꾸 생각남. 다송이가 보고 경기일으킨 지하실 아저씨의 흰자...,눈누난나toto,2019.06.11,10,3,3
송강호가 이선균이 말하는 선을 넘을듯 말듯 할 때마다 내가 다 불안하고 조마조마했다. 이러한 나의 모습도 상류층의 심기를 건드리면 안된다는 잠재적 의식에서 비롯된 마음같았다.,th79,2019.06.11,10,3,3
정말 그집에 어울리는 가족은?,zzto,2019.06.11,8,3,3
무계획이라는 이름의 계획,pchackpch2,2019.06.11,10,3,3
영화를 본지 며칠이 지나도 포스터를 보면 영화 볼 때의 느낌이 생생하다,Kamb5m2puni,2019.06.11,10,3,3
관람객보고 나서 많은 생각을 하게 되는 영화,tira,2019.06.11,9,3,3
기생충 보고 알라딘 보는것 추천합니다. 정신이 그래야 돌아와요,레메reme,2019.06.10,10,3,3
엔딩크레딧 올라가도록 못 일어나겠더군요..,새가 깃드는 나무batc,2019.06.10,10,3,3
불을 켜면 자기자리를 찾아가는 바퀴벌레처럼박사장 가족이 그들의 궁전으로 돌아왔을때기태 가족은 빗속을 뚫고 아래로 끝없이 이어지는 계단을 통과해 원래 그들의 반지하로 다시 돌아간다현실로 돌아오는 순간이다형사같지 않은 ...,김영란youn,2019.06.10,8,3,3
진짜 바퀴벌레같았음!!!!,지안wise,2019.06.10,10,3,3
다보고나서 다리에 힘이 풀렸다.. 어린나이에 성인비디오를 본듯한 충격.. 아무말이 안나온다,포포qkrw,2019.06.10,10,3,3
서로에게 기생하지 않고는 살아가기 힘든 빈과 부. 상대가 존재하지 않으면 나도 존재하지 않는다. 협력과 이해만이 살길. 그리고 악역은 없다 입장만 있을 뿐.,TheWaterbaby,2019.06.10,10,3,3
다들 영화보고 충격적이다 영화보고 나올때 씁쓸했다등등 그렇게 말씀하시던데 저는 영화는 재밌게 봤지만 충격적이거나 씁쓸하지 않았어요... 당연하게 그냥 현실이구나했음... 내가 씁쓸해햐지않는게 지금와서 씁쓸함...,후구오leeh,2019.06.10,10,3,3
전 가정부의 종소리부터 바뀌는 장르. 한국영화가 이렇게 잘만들어진게 놀랍다,IMT5678,2019.06.10,10,3,3
보고 나서는 너무 찝찝하고 기분 나쁜데 연출 분위기 음향 연기는 다 완벽함 ㅠㅠ,안희정dksg,2019.06.10,10,3,3
관람객오랜만에 가슴짠한 영화를 보았네요 송강호 참 연기잘하는 배우~,김대진aa01,2019.06.10,10,3,3
왜 황금종려상인지를 확인시키는 영화.,MyNameyoni,2019.06.10,10,3,3
10점.10점.10점..,고재원jwko,2019.06.10,10,3,3
관람객15세는 아닌것 같은데,심야식당skyr,2019.06.10,8,3,3
영화 작품성은 있지만 우리나라 정서에 별로 맞지 않은듯하네요 어린아이들이 보기에 너무 폭력적이고 성관계하는 장면이 너무 민망했어요,예아스heej,2019.06.10,2,3,3
관람객기대가 컸던 탓인지 생각보다는...흠 그러네요,5옹자dhdu,2019.06.10,5,3,3
한국영화의 발전이 이런 곳에서 시작하는구나,WBtipy,2019.06.10,10,3,3
"관람객영화를 본지 수일이 지났음에도 문득 곱씹게되는 디테일들가벼운 듯 무겁게 무거운 듯 가볍게, 따뜻한 듯 냉정하게 차가운 듯 애정어린 시선으로 주제를 다룬다.",고무오리duck,2019.06.10,10,3,3
"특유의 소재와 디테일이 장난아니다영화보는내내 뭔가 간질간질 계속 자극하는것 같이 흥미진진했다 역시 믿고보는 봉감독, 강호형님 ㅠ",김레드벨khj9,2019.06.09,10,3,3
이건 꼭봐야한다. 진짜 안본사람은 나중에 봤을때  ''내가 왜 그때 이걸못봤을까?...'' 라고 후회함.  진짜 재밌고 감동도 엄청나다..계속 머리속에 맴돌고 기분이 좋아진다.,그린피스로mdjd,2019.06.09,10,3,3
관람객봉준호 감독의 미친 디테일에 곱씹게 되는 영화몇번을 봐도 감탄나오는 영화네요!,시월sihw,2019.06.09,10,3,3
관람객한국영화 1위 등극. 재관람이 아깝지 않은 영화,용상입니다jhwh,2019.06.09,10,3,3
완벽....왜 그 상을 받았는지 납득되는 영화,전똥만jsm8,2019.06.09,10,3,3
진짜 소름이네 ㅋㅋ 평점 10짜리는 싫어요 누르고1~3짜리는 좋아요 눌러주네 ㅋㅋ별점태러 알바 진짜 있넼ㅋㅋ 좋아요 눌렀는데 싫어요도 같이 올라가네,이대희leed,2019.06.09,10,3,3
단 한장면도 필름이 아까운 씬이 없었음.,na72,2019.06.09,10,3,3
"쫌 뜬금없지만...최우식씨 그리고, 박소담씨 진따 동안이네요...   내용이 전개가좀 이상해서 3점 줍니다.ㅡㅡ",핑크판다tlsd,2019.06.09,6,3,3
이렇게 대중성과 작품성 두 마리 토끼를 다 잡는 영화가 또 나올까,4321,2019.06.09,10,3,3
굉장히 매운 영화다. 마음 다잡고 보길 바람.,MRJalfn,2019.06.09,10,3,3
관람객송강호 나오는 영화는 무조건 믿고 본다심오하고 보고나서 다른사람들하거 해석 하는것도 재밌음,MOKAalon,2019.06.09,10,3,3
